Tanggal,Uang Beredar Luas(M2),Uang Beredar Sempit (M1),Uang Kartal di Luar Bank Umum dan BPR,Simpanan Giro Rupiah,Uang Kuasi,Simpanan Berjangka,Rupiah,Valuta Asing,Tabungan,Rupiah,Valuta Asing,Simpanan Giro Valuta asing,Surat Berharga Selain Saham,Faktor-faktor Yang Mempengaruhi Uang beredar,Aktiva Luar negeri Bersih,Tagihan Kepada Bukan Penduduk,Kewajiban Kepada Bukan Penduduk,Aktiva Dalam Negeri Bersih,Tagihan Bersih kepada Pemerintah Pusat,Tagihan Kepada Pemerintah Pusat,Kewajiban Kepada Pemerintah Pusat,Tagihan Kepada sektor lainnya,Tagihan Kepada Lembaga keuangan Lainnya,Pinjaman yang Diberikan 2),Tagihan Lainnya,Tagihan Kepada Pemerintah Daerah,Pinjaman yang Diberikan 2),Tagihan Lainnya,Tagihan Kepada Perusahaan Bukan keuangan BUMN,Pinjaman yang Diberikan 2),Tagihan Lainnya,Tagihan Kepada Sektor Swasta,Pinjaman yang Diberikan 2),Tagihan Lainnya,Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,Simpanan,Surat Berharga,Kewajiban Lainnya kepada Lembaga Keuangan,Saham dan Modal lainnya,Lainnya Bersih 3)
01/01/2016,"4.498.361,00","1.046.257,00","439.872,00","606.385,00","3.436.492,00","1.863.458,00","1.607.377,00","256.081,00","1.308.947,00","1.195.407,00","113.540,00","264.086,00","15.613,00","4.498.361,00","1.143.188,00","1.688.392,00","545.204,00","3.355.173,00","532.951,00","751.386,00","218.435,00","4.276.987,00","274.397,00","200.612,00","73.785,00","6.701,00","6.680,00","21,00","220.418,00","187.928,00","32.490,00","3.775.472,00","3.615.019,00","160.453,00","-245.610,00","-244.058,00","-1.553,00","-55.104,00","-1.202.936,00","48.884,00"
01/02/2016,"4.521.951,00","1.035.551,00","422.149,00","613.401,00","3.473.033,00","1.899.075,00","1.656.983,00","242.092,00","1.302.979,00","1.189.790,00","113.188,00","270.979,00","13.368,00","4.521.951,00","1.146.190,00","1.698.065,00","551.875,00","3.375.761,00","563.544,00","766.685,00","203.140,00","4.271.323,00","280.018,00","203.289,00","76.730,00","6.781,00","6.760,00","21,00","205.915,00","176.754,00","29.162,00","3.778.609,00","3.611.720,00","166.889,00","-243.306,00","-242.136,00","-1.170,00","-57.488,00","-1.186.861,00","28.548,00"
01/03/2016,"4.561.873,00","1.064.738,00","420.214,00","644.524,00","3.483.694,00","1.919.876,00","1.683.264,00","236.613,00","1.302.625,00","1.189.556,00","113.069,00","261.192,00","13.441,00","4.561.873,00","1.186.803,00","1.726.447,00","539.643,00","3.375.069,00","517.322,00","764.855,00","247.533,00","4.309.736,00","255.203,00","177.902,00","77.301,00","6.779,00","6.758,00","21,00","248.524,00","217.917,00","30.608,00","3.799.229,00","3.626.635,00","172.594,00","-229.204,00","-228.029,00","-1.175,00","-49.896,00","-1.216.670,00","43.782,00"
01/04/2016,"4.581.878,00","1.089.212,00","435.296,00","653.916,00","3.479.713,00","1.915.725,00","1.687.799,00","227.926,00","1.309.960,00","1.198.850,00","111.110,00","254.028,00","12.952,00","4.581.878,00","1.180.527,00","1.721.749,00","541.222,00","3.401.351,00","513.239,00","768.047,00","254.808,00","4.310.149,00","252.381,00","173.649,00","78.731,00","6.823,00","6.802,00","21,00","244.028,00","214.086,00","29.942,00","3.806.917,00","3.640.057,00","166.860,00","-240.946,00","-239.768,00","-1.178,00","-49.053,00","-1.215.644,00","83.606,00"
01/05/2016,"4.614.062,00","1.118.768,00","440.660,00","678.108,00","3.483.442,00","1.920.646,00","1.698.979,00","221.668,00","1.318.429,00","1.206.068,00","112.362,00","244.366,00","11.852,00","4.614.062,00","1.163.191,00","1.710.827,00","547.636,00","3.450.871,00","542.179,00","785.761,00","243.582,00","4.365.857,00","259.447,00","182.965,00","76.482,00","6.927,00","6.906,00","21,00","253.173,00","221.544,00","31.629,00","3.846.310,00","3.690.061,00","156.249,00","-239.472,00","-238.271,00","-1.201,00","-54.488,00","-1.244.902,00","81.698,00"
01/06/2016,"4.737.451,00","1.184.329,00","511.295,00","673.034,00","3.539.326,00","1.897.786,00","1.681.578,00","216.207,00","1.386.212,00","1.273.836,00","112.376,00","255.328,00","13.796,00","4.737.451,00","1.221.949,00","1.766.654,00","544.704,00","3.515.502,00","511.217,00","773.634,00","262.417,00","4.451.853,00","266.860,00","191.528,00","75.332,00","6.969,00","6.948,00","21,00","276.380,00","245.232,00","31.147,00","3.901.644,00","3.758.150,00","143.494,00","-246.986,00","-245.630,00","-1.357,00","-51.698,00","-1.265.819,00","116.936,00"
01/07/2016,"4.730.380,00","1.144.501,00","474.246,00","670.255,00","3.573.997,00","1.947.242,00","1.727.385,00","219.857,00","1.377.989,00","1.261.403,00","116.586,00","248.766,00","11.882,00","4.730.380,00","1.216.908,00","1.753.097,00","536.188,00","3.513.471,00","502.255,00","751.504,00","249.249,00","4.483.642,00","267.037,00","188.692,00","78.345,00","6.966,00","6.944,00","21,00","275.810,00","247.150,00","28.660,00","3.933.829,00","3.721.790,00","212.039,00","-236.922,00","-234.879,00","-2.043,00","-47.148,00","-1.250.876,00","62.520,00"
01/08/2016,"4.746.027,00","1.135.548,00","466.502,00","669.047,00","3.596.408,00","1.954.711,00","1.726.690,00","228.021,00","1.393.995,00","1.276.111,00","117.885,00","247.702,00","14.070,00","4.746.027,00","1.269.008,00","1.789.955,00","520.947,00","3.477.019,00","486.277,00","779.458,00","293.182,00","4.473.940,00","270.490,00","189.074,00","81.416,00","4.763,00","4.742,00","21,00","271.213,00","243.188,00","28.025,00","3.927.473,00","3.743.138,00","184.334,00","-239.407,00","-237.491,00","-1.916,00","-46.948,00","-1.279.030,00","82.188,00"
01/09/2016,"4.737.631,00","1.126.046,00","469.542,00","656.504,00","3.599.248,00","1.939.483,00","1.715.576,00","223.908,00","1.396.442,00","1.274.415,00","122.027,00","263.323,00","12.336,00","4.737.631,00","1.270.287,00","1.786.536,00","516.249,00","3.467.344,00","410.538,00","773.735,00","363.198,00","4.535.305,00","274.395,00","193.207,00","81.188,00","1.245,00","1.224,00","21,00","281.536,00","254.681,00","26.855,00","3.978.129,00","3.796.198,00","181.931,00","-244.790,00","-242.756,00","-2.035,00","-50.999,00","-1.265.852,00","83.143,00"
01/10/2016,"4.778.479,00","1.142.786,00","467.318,00","675.468,00","3.622.679,00","1.971.367,00","1.742.419,00","228.948,00","1.395.306,00","1.272.293,00","123.013,00","256.007,00","13.014,00","4.778.479,00","1.274.844,00","1.790.859,00","516.015,00","3.503.635,00","442.064,00","768.880,00","326.816,00","4.543.160,00","275.388,00","191.277,00","84.111,00","578,00","557,00","21,00","290.573,00","264.758,00","25.814,00","3.976.621,00","3.791.349,00","185.272,00","-244.365,00","-241.284,00","-3.081,00","-49.836,00","-1.263.155,00","75.767,00"
01/11/2016,"4.868.651,00","1.182.730,00","476.850,00","705.880,00","3.671.427,00","1.983.967,00","1.740.212,00","243.755,00","1.424.698,00","1.301.888,00","122.811,00","262.762,00","14.494,00","4.868.651,00","1.262.883,00","1.798.470,00","535.586,00","3.605.768,00","508.968,00","780.903,00","271.936,00","4.622.284,00","277.006,00","193.133,00","83.873,00","616,00","595,00","21,00","297.652,00","270.192,00","27.461,00","4.047.010,00","3.852.095,00","194.915,00","-256.120,00","-252.639,00","-3.481,00","-52.955,00","-1.284.827,00","68.419,00"
01/12/2016,"5.004.977,00","1.237.643,00","508.124,00","729.519,00","3.753.809,00","1.986.832,00","1.726.439,00","260.393,00","1.507.557,00","1.380.679,00","126.879,00","259.420,00","13.525,00","5.004.977,00","1.298.938,00","1.838.278,00","539.340,00","3.706.039,00","519.065,00","782.450,00","263.385,00","4.711.239,00","290.028,00","202.648,00","87.380,00","589,00","568,00","21,00","304.802,00","275.356,00","29.446,00","4.115.821,00","3.925.076,00","190.744,00","-271.978,00","-267.988,00","-3.990,00","-55.007,00","-1.276.553,00","79.272,00"
01/01/2017,"4.936.882,00","1.191.500,00","470.250,00","721.249,00","3.731.093,00","2.007.128,00","1.754.062,00","253.066,00","1.457.101,00","1.331.235,00","125.866,00","266.864,00","14.289,00","4.936.882,00","1.305.452,00","1.841.030,00","535.578,00","3.631.430,00","507.172,00","797.192,00","290.020,00","4.672.523,00","289.465,00","197.932,00","91.532,00","976,00","955,00","21,00","315.879,00","284.763,00","31.116,00","4.066.204,00","3.855.796,00","210.408,00","-260.997,00","-256.705,00","-4.292,00","-51.901,00","-1.297.903,00","62.534,00"
01/02/2017,"4.942.920,00","1.196.037,00","462.413,00","733.624,00","3.732.699,00","2.031.853,00","1.764.133,00","267.720,00","1.450.571,00","1.326.659,00","123.912,00","250.275,00","14.184,00","4.942.920,00","1.345.426,00","1.879.059,00","533.632,00","3.597.494,00","485.638,00","803.763,00","318.125,00","4.668.423,00","293.536,00","198.597,00","94.938,00","936,00","915,00","21,00","312.734,00","281.037,00","31.697,00","4.061.217,00","3.854.761,00","206.456,00","-257.693,00","-254.160,00","-3.533,00","-55.194,00","-1.311.252,00","67.571,00"
01/03/2017,"5.017.644,00","1.215.857,00","468.942,00","746.915,00","3.783.893,00","2.079.368,00","1.812.809,00","266.558,00","1.452.090,00","1.326.719,00","125.371,00","252.435,00","17.894,00","5.017.644,00","1.395.154,00","1.908.093,00","512.939,00","3.622.489,00","445.404,00","789.400,00","343.995,00","4.715.602,00","296.981,00","198.457,00","98.524,00","709,00","709,00","0,00","321.857,00","291.850,00","30.007,00","4.096.056,00","3.907.024,00","189.032,00","-258.937,00","-254.993,00","-3.943,00","-63.300,00","-1.301.643,00","85.363,00"
01/04/2017,"5.033.780,00","1.245.927,00","483.042,00","762.885,00","3.771.124,00","2.084.139,00","1.816.546,00","267.593,00","1.442.669,00","1.319.937,00","122.732,00","244.316,00","16.729,00","5.033.780,00","1.423.142,00","1.927.733,00","504.591,00","3.610.638,00","393.805,00","781.660,00","387.856,00","4.700.406,00","297.471,00","197.424,00","100.047,00","827,00","827,00","0,00","323.161,00","293.650,00","29.511,00","4.078.947,00","3.919.734,00","159.214,00","-250.916,00","-246.682,00","-4.235,00","-58.764,00","-1.307.691,00","133.798,00"
01/05/2017,"5.126.370,00","1.275.893,00","485.124,00","790.769,00","3.833.507,00","2.111.341,00","1.837.399,00","273.942,00","1.454.867,00","1.331.655,00","123.212,00","267.298,00","16.971,00","5.126.370,00","1.446.967,00","1.952.640,00","505.672,00","3.679.403,00","442.961,00","773.112,00","330.152,00","4.785.691,00","300.624,00","202.514,00","98.109,00","721,00","721,00","0,00","316.578,00","285.915,00","30.663,00","4.167.769,00","3.966.667,00","201.102,00","-260.128,00","-257.511,00","-2.617,00","-57.912,00","-1.324.376,00","93.167,00"
01/06/2017,"5.225.166,00","1.341.851,00","561.821,00","780.030,00","3.866.025,00","2.097.356,00","1.830.942,00","266.414,00","1.505.564,00","1.381.189,00","124.375,00","263.105,00","17.289,00","5.225.166,00","1.434.033,00","1.982.921,00","548.888,00","3.791.133,00","464.804,00","782.023,00","317.218,00","4.839.861,00","311.836,00","213.336,00","98.500,00","893,00","893,00","0,00","317.603,00","285.928,00","31.675,00","4.209.529,00","4.020.055,00","189.474,00","-270.951,00","-268.135,00","-2.816,00","-49.094,00","-1.338.723,00","145.234,00"
01/07/2017,"5.178.079,00","1.293.235,00","517.810,00","775.425,00","3.866.731,00","2.119.276,00","1.861.409,00","257.867,00","1.504.970,00","1.387.563,00","117.407,00","242.484,00","18.113,00","5.178.079,00","1.484.065,00","1.991.694,00","507.628,00","3.694.013,00","448.191,00","791.351,00","343.160,00","4.832.752,00","308.752,00","207.854,00","100.898,00","1.013,00","913,00","100,00","323.337,00","292.278,00","31.059,00","4.199.649,00","3.993.725,00","205.925,00","-267.166,00","-257.344,00","-9.821,00","-65.019,00","-1.366.028,00","111.283,00"
01/08/2017,"5.219.648,00","1.274.803,00","527.098,00","747.705,00","3.925.677,00","2.165.678,00","1.900.518,00","265.160,00","1.506.026,00","1.391.362,00","114.664,00","253.973,00","19.167,00","5.219.648,00","1.508.682,00","2.021.575,00","512.893,00","3.710.966,00","458.275,00","820.150,00","361.876,00","4.841.596,00","309.527,00","207.952,00","101.574,00","888,00","788,00","100,00","329.530,00","296.949,00","32.581,00","4.201.652,00","4.010.472,00","191.179,00","-261.613,00","-258.235,00","-3.378,00","-68.140,00","-1.386.914,00","127.761,00"
01/09/2017,"5.254.139,00","1.304.374,00","523.360,00","781.014,00","3.930.659,00","2.159.701,00","1.885.203,00","274.497,00","1.525.764,00","1.402.545,00","123.218,00","245.195,00","19.106,00","5.254.139,00","1.530.100,00","2.045.635,00","515.535,00","3.724.039,00","463.550,00","825.505,00","361.955,00","4.893.184,00","314.032,00","210.070,00","103.961,00","932,00","832,00","100,00","322.179,00","286.337,00","35.842,00","4.256.041,00","4.073.861,00","182.180,00","-289.121,00","-285.478,00","-3.643,00","-68.612,00","-1.411.485,00","136.523,00"
01/10/2017,"5.284.320,00","1.325.762,00","519.861,00","805.901,00","3.939.212,00","2.153.850,00","1.886.255,00","267.595,00","1.531.720,00","1.410.858,00","120.862,00","253.643,00","19.345,00","5.284.320,00","1.505.181,00","2.017.210,00","512.029,00","3.779.139,00","503.524,00","862.232,00","358.708,00","4.906.515,00","313.942,00","209.005,00","104.937,00","940,00","840,00","100,00","322.038,00","287.700,00","34.338,00","4.269.594,00","4.092.433,00","177.161,00","-283.427,00","-278.672,00","-4.754,00","-68.937,00","-1.418.979,00","140.443,00"
01/11/2017,"5.321.432,00","1.338.143,00","537.298,00","800.846,00","3.964.507,00","2.147.137,00","1.885.053,00","262.085,00","1.569.759,00","1.447.763,00","121.996,00","247.610,00","18.782,00","5.321.432,00","1.480.272,00","1.994.742,00","514.471,00","3.841.160,00","518.698,00","860.194,00","341.496,00","4.969.291,00","318.677,00","208.997,00","109.679,00","3.726,00","3.626,00","100,00","321.332,00","282.216,00","39.116,00","4.325.556,00","4.134.269,00","191.286,00","-290.494,00","-285.858,00","-4.636,00","-69.861,00","-1.431.741,00","145.268,00"
01/12/2017,"5.419.165,00","1.390.807,00","586.576,00","804.231,00","4.009.996,00","2.124.289,00","1.851.098,00","273.191,00","1.638.333,00","1.520.007,00","118.326,00","247.374,00","18.362,00","5.419.165,00","1.541.838,00","2.073.389,00","531.551,00","3.877.327,00","488.862,00","858.988,00","370.125,00","5.087.392,00","324.909,00","221.986,00","102.923,00","4.476,00","4.376,00","100,00","345.288,00","301.101,00","44.187,00","4.412.719,00","4.237.368,00","175.351,00","-333.276,00","-329.108,00","-4.168,00","-74.764,00","-1.451.818,00","160.930,00"
01/01/2018,"5.351.685,00","1.326.742,00","532.131,00","794.611,00","4.006.565,00","2.146.969,00","1.880.723,00","266.246,00","1.605.493,00","1.487.695,00","117.798,00","254.103,00","18.378,00","5.351.685,00","1.533.280,00","2.072.481,00","539.201,00","3.818.404,00","528.312,00","821.344,00","293.032,00","5.005.614,00","313.719,00","206.727,00","106.992,00","4.600,00","4.500,00","100,00","337.737,00","297.817,00","39.920,00","4.349.558,00","4.153.964,00","195.595,00","-313.324,00","-309.003,00","-4.321,00","-71.922,00","-1.461.942,00","131.667,00"
01/02/2018,"5.351.650,00","1.351.258,00","531.209,00","820.049,00","3.983.463,00","2.127.897,00","1.861.186,00","266.711,00","1.605.476,00","1.490.244,00","115.232,00","250.090,00","16.929,00","5.351.650,00","1.528.814,00","2.076.885,00","548.071,00","3.822.837,00","530.355,00","857.933,00","327.578,00","5.043.608,00","323.989,00","214.501,00","109.489,00","4.004,00","3.904,00","100,00","333.585,00","292.157,00","41.428,00","4.382.029,00","4.182.273,00","199.756,00","-308.834,00","-303.066,00","-5.768,00","-75.520,00","-1.482.118,00","115.347,00"
