Tanggal,Uang Beredar Luas(M2),Uang Beredar Sempit (M1),Uang Kartal di Luar Bank Umum dan BPR,Simpanan Giro Rupiah,Uang Kuasi,Simpanan Berjangka,Rupiah,Valuta Asing,Tabungan,Rupiah,Valuta Asing,Simpanan Giro Valuta asing,Surat Berharga Selain Saham,Faktor-faktor Yang Mempengaruhi Uang beredar,Aktiva Luar negeri Bersih,Tagihan Kepada Bukan Penduduk,Kewajiban Kepada Bukan Penduduk,Aktiva Dalam Negeri Bersih,Tagihan Bersih kepada Pemerintah Pusat,Tagihan Kepada Pemerintah Pusat,Kewajiban Kepada Pemerintah Pusat,Tagihan Kepada sektor lainnya,Tagihan Kepada Lembaga keuangan Lainnya,Pinjaman yang Diberikan 2),Tagihan Lainnya,Tagihan Kepada Pemerintah Daerah,Pinjaman yang Diberikan 2),Tagihan Lainnya,Tagihan Kepada Perusahaan Bukan keuangan BUMN,Pinjaman yang Diberikan 2),Tagihan Lainnya,Tagihan Kepada Sektor Swasta,Pinjaman yang Diberikan 2),Tagihan Lainnya,Simpanan dan Surat Berharga yang tidak termasuk Uang Beredar,Simpanan,Surat Berharga,Kewajiban Lainnya kepada Lembaga Keuangan,Saham dan Modal lainnya,Lainnya Bersih 3)
01/12/2021,7.870.453,2.282.200,831.234,1.450.967,5.565.578,2.675.774,2.386.827,288.947,2.376.835,2.218.073,158.762,512.969,22.675,7.870.453,1.809.680,2.446.266,636.586,6.060.772,1.127.267,1.709.679,582.412,6.259.531,406.112,240.716,165.396,2.792,2.792,0,406.466,349.837,56.629,5.444.160,5.163.419,280.742,-247.456,-243.490,-3.966,-62.276,-2.023.572,1.007.279
01/01/2022,7.646.789,2.149.552,765.015,1.384.536,5.474.170,2.661.784,2.383.053,278.731,2.325.280,2.159.120,166.160,487.106,23.068,7.646.789,1.782.609,2.409.522,626.913,5.864.180,996.318,1.639.751,643.434,6.222.739,383.341,254.370,128.971,2.709,2.709,0,436.221,387.141,49.080,5.400.468,5.057.021,343.447,-271.502,-264.160,-7.342,-63.528,-2.024.051,1.004.204
01/02/2022,7.690.135,2.195.618,795.951,1.399.667,5.470.961,2.642.674,2.373.819,268.855,2.332.790,2.163.685,169.104,495.497,23.556,7.690.135,1.801.305,2.446.419,645.113,5.888.829,929.878,1.652.927,723.049,6.298.283,399.618,258.819,140.798,2.496,2.496,0,434.655,389.164,45.492,5.461.514,5.099.962,361.552,-267.034,-260.081,-6.952,-59.983,-2.031.651,1.019.336
01/03/2022,7.810.949,2.254.591,792.518,1.462.073,5.529.751,2.622.372,2.357.163,265.209,2.361.941,2.182.755,179.186,545.437,26.608,7.810.949,1.776.927,2.419.860,642.932,6.034.022,885.833,1.628.608,742.775,6.423.251,405.325,244.700,160.625,2.243,2.243,0,447.237,408.541,38.696,5.568.447,5.195.271,373.176,-261.277,-255.976,-5.301,-59.308,-1.942.799,988.323
01/04/2022,7.911.484,2.327.208,896.318,1.430.891,5.556.189,2.611.138,2.349.136,262.002,2.450.599,2.276.733,173.866,494.452,28.087,7.911.484,1.742.462,2.403.375,660.913,6.169.023,813.009,1.643.126,830.117,6.515.883,408.159,252.482,155.677,2.067,2.067,0,510.792,450.973,59.819,5.594.865,5.266.184,328.681,-261.327,-255.686,-5.641,-59.583,-1.908.556,1.069.596
01/05/2022,7.854.187,2.302.911,820.155,1.482.756,5.524.848,2.589.607,2.336.962,252.646,2.425.138,2.254.572,170.566,510.103,26.427,7.854.187,1.714.258,2.398.034,683.775,6.139.928,794.737,1.597.393,802.656,6.553.245,421.123,255.322,165.801,1.817,1.817,0,493.184,454.523,38.661,5.637.121,5.285.103,352.018,-264.092,-258.689,-5.403,-59.780,-1.916.744,1.032.563
01/06/2022,7.890.747,2.339.450,815.316,1.524.134,5.526.503,2.578.437,2.309.104,269.333,2.431.989,2.252.234,179.755,516.076,24.795,7.890.747,1.779.197,2.469.447,690.250,6.111.550,685.883,1.619.829,933.946,6.690.292,428.415,267.443,160.971,1.794,1.794,0,519.302,482.723,36.580,5.740.781,5.408.061,332.720,-286.867,-280.342,-6.525,-62.048,-1.943.765,1.028.054
01/07/2022,7.845.552,2.296.045,822.043,1.474.003,5.530.342,2.586.567,2.320.210,266.357,2.432.971,2.256.101,176.870,510.804,19.164,7.845.552,1.715.686,2.401.514,685.828,6.129.866,743.483,1.646.910,903.427,6.688.004,436.057,270.067,165.990,1.793,1.793,0,505.969,469.467,36.502,5.744.185,5.400.740,343.444,-286.017,-279.854,-6.163,-66.657,-1.972.462,1.023.514
01/08/2022,7.897.628,2.279.163,805.459,1.473.704,5.598.840,2.611.452,2.327.394,284.058,2.427.379,2.248.338,179.042,560.009,19.624,7.897.628,1.767.398,2.431.075,663.676,6.130.230,666.037,1.658.218,992.182,6.726.775,433.924,264.793,169.131,1.765,1.765,0,514.655,477.901,36.754,5.776.430,5.415.749,360.681,-290.447,-284.332,-6.115,-67.195,-1.985.651,1.080.711
01/09/2022,7.962.693,2.320.883,807.818,1.513.065,5.620.749,2.637.014,2.331.184,305.830,2.437.327,2.254.164,183.163,546.408,21.062,7.962.693,1.753.349,2.443.445,690.095,6.209.344,619.769,1.678.122,1.058.353,6.805.970,455.189,277.768,177.421,1.770,1.770,0,510.365,474.503,35.862,5.838.646,5.503.708,334.938,-292.288,-286.155,-6.133,-68.501,-1.972.896,1.117.290
01/10/2022,8.223.055,2.539.067,808.649,1.730.418,5.657.949,2.661.333,2.343.268,318.065,2.421.532,2.234.296,187.236,575.085,26.038,8.223.055,1.763.959,2.476.035,712.076,6.459.096,862.976,1.719.870,856.894,6.850.359,453.451,284.232,169.219,2.116,2.116,0,524.781,488.018,36.763,5.870.010,5.541.255,328.755,-298.345,-292.383,-5.962,-66.842,-1.986.476,1.097.423
01/11/2022,8.297.350,2.467.951,840.492,1.627.459,5.805.021,2.716.656,2.407.555,309.101,2.444.437,2.257.045,187.392,643.928,24.378,8.297.350,1.861.514,2.587.663,726.149,6.435.836,921.695,1.722.592,800.897,6.843.164,458.442,287.546,170.896,2.387,2.387,0,457.057,422.862,34.194,5.925.278,5.606.249,319.029,-308.290,-302.265,-6.025,-68.087,-2.067.039,1.114.393
01/12/2022,8.528.022,2.608.797,897.799,1.710.998,5.894.662,2.728.041,2.413.336,314.704,2.504.674,2.324.524,180.150,661.947,24.563,8.528.022,1.898.133,2.630.692,732.559,6.629.890,970.957,1.709.320,738.363,6.921.210,478.553,304.106,174.448,3.259,3.259,0,443.388,407.707,35.681,5.996.010,5.673.712,322.299,-327.940,-321.915,-6.024,-69.317,-2.122.037,1.257.016
01/01/2023,8.271.838,2.422.174,830.373,1.591.801,5.822.056,2.733.074,2.421.936,311.138,2.434.118,2.256.437,177.680,654.864,27.608,8.271.838,1.899.556,2.591.128,691.572,6.372.282,792.425,1.745.810,953.385,6.836.070,472.524,296.479,176.046,3.304,3.304,0,427.023,392.545,34.478,5.933.219,5.592.447,340.772,-313.844,-307.855,-5.988,-66.225,-2.107.422,1.231.277
01/02/2023,8.300.648,2.403.594,813.834,1.589.760,5.871.477,2.773.225,2.454.631,318.594,2.425.244,2.246.760,178.484,673.009,25.577,8.300.648,1.927.835,2.620.114,692.280,6.372.814,747.331,1.786.791,1.039.460,6.886.377,480.413,305.303,175.110,3.262,3.262,0,425.879,391.148,34.731,5.976.823,5.650.871,325.953,-316.656,-310.683,-5.973,-67.323,-2.132.293,1.255.378
01/03/2023,8.293.283,2.408.419,832.817,1.575.602,5.861.271,2.755.191,2.444.955,310.236,2.429.568,2.248.932,180.636,676.512,23.594,8.293.283,1.952.711,2.632.831,680.120,6.340.573,658.462,1.763.039,1.104.577,6.948.351,489.269,321.676,167.592,3.084,3.084,0,430.071,397.256,32.815,6.025.928,5.704.655,321.272,-323.395,-317.180,-6.215,-66.808,-2.060.407,1.184.370
01/04/2023,8.352.350,2.472.869,895.719,1.577.150,5.856.023,2.739.676,2.452.839,286.837,2.477.517,2.295.278,182.240,638.830,23.457,8.352.350,1.933.822,2.605.620,671.798,6.418.528,607.571,1.779.777,1.172.206,6.967.182,494.993,323.492,171.501,3.030,3.030,0,441.849,409.759,32.091,6.027.310,5.718.134,309.176,-320.608,-314.352,-6.256,-66.971,-2.051.082,1.282.437
01/05/2023,8.336.171,2.423.318,859.517,1.563.801,5.890.062,2.795.833,2.504.960,290.874,2.468.891,2.297.616,171.275,625.338,22.791,8.336.171,1.872.336,2.552.243,679.907,6.463.835,637.312,1.692.283,1.054.972,7.090.783,508.417,334.091,174.326,2.868,2.868,0,449.842,420.620,29.222,6.129.655,5.805.893,323.762,-318.910,-313.006,-5.904,-68.232,-2.112.545,1.235.427
01/06/2023,8.372.990,2.466.009,879.721,1.586.288,5.883.280,2.760.561,2.486.556,274.006,2.479.725,2.313.835,165.889,642.994,23.701,8.372.990,1.834.567,2.508.719,674.151,6.538.423,697.556,1.700.305,1.002.749,7.160.390,518.460,342.499,175.961,2.712,2.712,0,438.024,409.485,28.539,6.201.195,5.882.967,318.228,-332.929,-326.529,-6.400,-68.692,-2.138.375,1.220.472
01/07/2023,8.349.492,2.438.059,853.336,1.584.723,5.884.767,2.760.453,2.475.842,284.611,2.476.093,2.310.876,165.217,648.221,26.667,8.349.492,1.870.811,2.534.278,663.467,6.478.681,653.403,1.700.308,1.046.905,7.197.416,515.976,332.863,183.113,2.482,2.482,0,437.311,407.985,29.326,6.241.647,5.916.617,325.030,-339.833,-333.499,-6.334,-69.778,-2.171.538,1.209.012
01/08/2023,8.364.739,2.410.851,851.723,1.559.128,5.926.011,2.804.890,2.516.056,288.834,2.465.697,2.301.314,164.383,655.424,27.878,8.364.739,1.850.135,2.531.087,680.952,6.514.604,665.932,1.697.956,1.032.024,7.244.937,515.406,333.220,182.186,2.558,2.558,0,421.124,392.021,29.103,6.305.849,5.982.656,323.193,-348.871,-342.498,-6.372,-69.813,-2.191.626,1.214.045
01/09/2023,8.440.034,2.482.203,865.366,1.616.837,5.932.405,2.819.227,2.521.563,297.664,2.456.889,2.290.055,166.834,656.289,25.427,8.440.034,1.858.540,2.558.608,700.068,6.581.494,701.489,1.663.264,961.775,7.411.473,526.172,346.803,179.370,2.368,2.368,0,427.970,399.679,28.291,6.454.962,6.054.798,400.165,-353.857,-347.728,-6.128,-70.534,-2.200.495,1.093.419
